id,company,city,tools,position,description,content
334,PT Garudafood Putra Putri Jaya,Sambas,Excel,Marketing & Sales,"Sales & Market Development Analyst - REGION KALIMANTAN Major Semua Jurusan Country Indonesia City Banjarbaru-Kalimantan Selatan Employment Type Permanent Position Level Officer Year of Experience 1-2 Tahun Education Level D3/S1 •Pendidikan Min. D3/S1 Sederajat •Minimal pengalaman di bidang Analisa Data •Menguasai Microsoft Excel, Formula, Pivot, dan Analisa Data •Memiliki loyalitas tinggi, mampu bekerja di  bawah tekakan, disipin, teliti dan jujur •Lokasi kerja di BANJARBARU","sales & market development analyst - region kalimantan sambas excel information technology marketing & sales sales & market development analyst - region kalimantan major semua jurusan country indonesia city banjarbaru-kalimantan selatan employment type permanent position level officer year of experience 1-2 tahun education level d3/s1 •pendidikan min. d3/s1 sederajat •minimal pengalaman di bidang analisa data •menguasai microsoft excel, formula, pivot, dan analisa data •memiliki loyalitas tinggi, mampu bekerja di bawah tekakan, disipin, teliti dan jujur •lokasi kerja di banjarbaru"
335,Talent Fit Indonesia,Jakarta Selatan,"SQL, Tableau, Excel",Business & Product,"Bachelor's degree majoring in Business, Finance, IT, or related fields Minimum 3+ years of experience in business analysis and process improvement Have a good skills in Excel, SQL, Tableau, or Power BIStrong analytical, problem-solving skills, and presentation abilities Able to manage multiple tasks in a fast-paced environment Eager to learn and stay current with industry trends Proficiency in EnglishNote: Salary will be discussed during the interview.","business analyst jakarta selatan sql, tableau, excel jurusan lainnya business & product bachelor's degree majoring in business, finance, it, or related fields minimum 3+ years of experience in business analysis and process improvement have a good skills in excel, sql, tableau, or power bistrong analytical, problem-solving skills, and presentation abilities able to manage multiple tasks in a fast-paced environment eager to learn and stay current with industry trends proficiency in englishnote: salary will be discussed during the interview."
336,"PT. Bank Nationalnobu, tbk.",Tangerang,Tidak ada tools spesifik,Data & Technology,"Company Description PT Bank Nationalnobu Tbk (Nobu Bank) is committed to addressing the diverse needs of today's banking world. With a vision to reach global standards, the bank steadily enhances its products and services while consistently improving quality. Leveraging the rapid development of the digital world, Nobu Bank ensures its presence through ever-evolving electronic channels to meet the increasing mobile needs of society. Nobu Bank is licensed and regulated by the Financial Services Authority (OJK) and Bank Indonesia (BI), and is a member of the Deposit Insurance Corporation (LPS). Role Description This is a full-time on-site role for a Threat Intelligence Analyst located in Kecamatan Karawaci. The Threat Intelligence Analyst will be responsible for monitoring and analyzing cyber threats, creating threat assessments, and developing mitigation strategies. The analyst will also collect and analyze data from various sources to identify potential security risks, work closely with the cybersecurity team to enhance threat detection, and provide actionable intelligence to support incident response efforts. Additionally, the role involves staying informed about the latest cybersecurity trends and hacking techniques. Qualifications Experience in monitoring and analyzing cyber threats Knowledge of threat assessment and mitigation strategies Proficiency in data collection and analysis from various sources Strong understanding of cybersecurity trends and hacking techniques Excellent problem-solving and analytical skills Ability to work well in a team and communicate effectively Relevant certifications such as CEH, CISSP, or equivalent are a plus Bachelor's degree in Cybersecurity, Information Technology, or a related field Experience in the banking or financial sector is highly desirable Fresh Graduates are welcome","cyber threat intelligence analyst tangerang tidak ada tools spesifik information technology data & technology company description pt bank nationalnobu tbk (nobu bank) is committed to addressing the diverse needs of today's banking world. with a vision to reach global standards, the bank steadily enhances its products and services while consistently improving quality. leveraging the rapid development of the digital world, nobu bank ensures its presence through ever-evolving electronic channels to meet the increasing mobile needs of society. nobu bank is licensed and regulated by the financial services authority (ojk) and bank indonesia (bi), and is a member of the deposit insurance corporation (lps). role description this is a full-time on-site role for a threat intelligence analyst located in kecamatan karawaci. the threat intelligence analyst will be responsible for monitoring and analyzing cyber threats, creating threat assessments, and developing mitigation strategies. the analyst will also collect and analyze data from various sources to identify potential security risks, work closely with the cybersecurity team to enhance threat detection, and provide actionable intelligence to support incident response efforts. additionally, the role involves staying informed about the latest cybersecurity trends and hacking techniques. qualifications experience in monitoring and analyzing cyber threats knowledge of threat assessment and mitigation strategies proficiency in data collection and analysis from various sources strong understanding of cybersecurity trends and hacking techniques excellent problem-solving and analytical skills ability to work well in a team and communicate effectively relevant certifications such as ceh, cissp, or equivalent are a plus bachelor's degree in cybersecurity, information technology, or a related field experience in the banking or financial sector is highly desirable fresh graduates are welcome"
337,PT. Cxrus Solutions Indonesia,Tangerang,Java,Business & Product,"Job Description To collect and analyze the business requirements of the customers or key users of the functions of software solutions and documents the requirements Working on all the technical documentation such as FSD, TSD, test script, etc Working closely with production team to ensure projects are developed as expected Collaborate with sales team to work on project tender Assisting the sales team in meeting with clients on technical aspect Understand the basic knowledge of all the company's products Initiatively learning and broaden knowledge on the company’s and partnership’s products Initiatively learning on technologies related to BA such as automation testing etc Understand knowledge on basic hardware infrastructure and framework architecture to support sales and service delivery Initiatively sounding ideas to improve working system related to solution division Following the company’s policy and regulation Minimum Qualifications At least 3 years of experience in Business / System Analyst work or equivalent Good understanding in software solution design Able to develop the Functional Specification Documentation based on the requirements of the client Experience in middle to large enterprise implementation Knowledge in Java will be an advantage Excellent documentation, communications and presentation skill with customers Self-motivated","business analyst tangerang java jurusan lainnya business & product job description to collect and analyze the business requirements of the customers or key users of the functions of software solutions and documents the requirements working on all the technical documentation such as fsd, tsd, test script, etc working closely with production team to ensure projects are developed as expected collaborate with sales team to work on project tender assisting the sales team in meeting with clients on technical aspect understand the basic knowledge of all the company's products initiatively learning and broaden knowledge on the company’s and partnership’s products initiatively learning on technologies related to ba such as automation testing etc understand knowledge on basic hardware infrastructure and framework architecture to support sales and service delivery initiatively sounding ideas to improve working system related to solution division following the company’s policy and regulation minimum qualifications at least 3 years of experience in business / system analyst work or equivalent good understanding in software solution design able to develop the functional specification documentation based on the requirements of the client experience in middle to large enterprise implementation knowledge in java will be an advantage excellent documentation, communications and presentation skill with customers self-motivated"
338,Ruangguru.com,Jakarta Lainnya,"R, SQL, Looker, Python",Data & Technology,"Job Descriptions: Perform data analysis to find actionable things such as making business recommendations through budget and conversion optimizations Work with commercial, product and business operations teams to provide tracking and measurements of relevant KPIs using data, or make decisions to change direction. Develop a deep understanding of the growth of ecosystems and user behavior with data to find opportunities that can influence business development and strategy. Create and maintain Data Warehouse & Data Mart Create and maintain dashboards & reporting by using a combination of ETL scripts, SQL, Spreadsheets, and BI tools e.g. Looker Studio. Job Requirements: 2+ years of Data analytics experience. Experience in scripting with SQL, extracting large sets of data, and design of ETL flows. Experience using one or more Python and/or R programming languages is a plus Experience with data and trends analysis, statistics, program evaluations, forecasting, and business insights. Experience processing, filtering, and presenting large quantities of data. Very good data and analytical skills including the ability to define and decompose relevant metrics and evaluate the corresponding impacts in the context Independent learner, self-motivated, and willing to share knowledge with team members","[6 months contract] data analyst jakarta lainnya r, sql, looker, python data analytics data & technology job descriptions: perform data analysis to find actionable things such as making business recommendations through budget and conversion optimizations work with commercial, product and business operations teams to provide tracking and measurements of relevant kpis using data, or make decisions to change direction. develop a deep understanding of the growth of ecosystems and user behavior with data to find opportunities that can influence business development and strategy. create and maintain data warehouse & data mart create and maintain dashboards & reporting by using a combination of etl scripts, sql, spreadsheets, and bi tools e.g. looker studio. job requirements: 2+ years of data analytics experience. experience in scripting with sql, extracting large sets of data, and design of etl flows. experience using one or more python and/or r programming languages is a plus experience with data and trends analysis, statistics, program evaluations, forecasting, and business insights. experience processing, filtering, and presenting large quantities of data. very good data and analytical skills including the ability to define and decompose relevant metrics and evaluate the corresponding impacts in the context independent learner, self-motivated, and willing to share knowledge with team members"
339,Renos.id,Jakarta Lainnya,"Looker, Power BI, Excel, Google Data Studio",Business & Product,"Job Description Developing and managing business intelligence solutions for the Company. Managing the data’s collection and Providing reports as single trust resources to stakeholder Collaborating with team members for the purpose of collecting data and executing the company's mission To make sure the quality and the consistency of data’s that would present to audience as required. Analysing business requirements, processes, modelling and give the recommending them to the management and executives for implementation. Identifying the development needs for the purpose of streamlining and improving the operations of the organization for efficiency and profitability by data driven process. Minimum Qualifications Have a degree in a relevant major, however we highlight good attitude as a top priority at Renos. 4-7 years related work experience as business analyst from well reputable e-commerce, marketplace, and online industries within similar function are preferred, Have an experience as a data analyst in a leading consulting company is a plus Mastering with Microsoft Excel is mandatory Good understanding of Business Analyst tools such as Google data studio/looker & Power BI Strong problem solving, presentation and communication skills Resourceful, able to adapt to various situations, and teachable","business analyst jakarta lainnya looker, power bi, excel, google data studio information technology business & product job description developing and managing business intelligence solutions for the company. managing the data’s collection and providing reports as single trust resources to stakeholder collaborating with team members for the purpose of collecting data and executing the company's mission to make sure the quality and the consistency of data’s that would present to audience as required. analysing business requirements, processes, modelling and give the recommending them to the management and executives for implementation. identifying the development needs for the purpose of streamlining and improving the operations of the organization for efficiency and profitability by data driven process. minimum qualifications have a degree in a relevant major, however we highlight good attitude as a top priority at renos. 4-7 years related work experience as business analyst from well reputable e-commerce, marketplace, and online industries within similar function are preferred, have an experience as a data analyst in a leading consulting company is a plus mastering with microsoft excel is mandatory good understanding of business analyst tools such as google data studio/looker & power bi strong problem solving, presentation and communication skills resourceful, able to adapt to various situations, and teachable"
340,Pengiklan Anonim,Jakarta Timur,"SQL, Tableau, Python, R, Power BI, Excel",Other,"Level : Analis Industri : Transportasi Penempatan : HO, Jakarta Timur Tugas & Tanggung Jawab Melakukan analisis harga produk/jasa berdasarkan biaya operasional, tren pasar, kompetitor, dan proyeksi permintaan. Mengembangkan dan mengevaluasi strategi harga yang mendukung peningkatan pendapatan serta daya saing perusahaan. Menyusun model analisis harga menggunakan tools data analytics (SQL, Python/R, Excel, Tableau/Power BI). Melakukan analisis spasial dengan GIS untuk mendukung perencanaan jaringan transportasi dan evaluasi rute. Memantau dan menganalisis indikator kinerja transportasi (misalnya load factor, jarak tempuh, produktivitas). Memberikan rekomendasi kebijakan harga yang aplikatif untuk mendukung efisiensi operasional dan peningkatan profitabilitas. Berkolaborasi dengan tim Finance, Manajemen Strategi, Operasional, dan Marketing dalam penetapan kebijakan harga. Menyusun laporan analisis harga dan menyajikan hasil dalam bentuk visualisasi yang mudah dipahami manajemen. Melakukan evaluasi berkala atas efektivitas kebijakan harga yang diterapkan serta mengusulkan perbaikan berkelanjutan. Menjaga akurasi, konsistensi, dan integritas data yang digunakan untuk pengambilan keputusan. Kualifikasi Pendidikan minimal S1 dari jurusan Ekonomi, Manajemen, Statistika, Teknik Industri, atau Perencanaan Wilayah & Kota. Pengalaman kerja 2–3 tahun di bidang Analisis Harga, Keuangan, Transportasi, atau Pengembangan Strategi Harga. Mahir menggunakan tools analisis data: SQL untuk query dan pengolahan data, GIS (spasial) untuk analisis wilayah dan jaringan, Python/R untuk analisis statistik dan pemodelan, Excel tingkat lanjut, dan Tableau/Power BI untuk visualisasi data. Memahami dasar-dasar perencanaan jaringan transportasi dan indikator kinerja rute (load factor, jarak tempuh, produktivitas). Memiliki kemampuan analitis dan berpikir kritis, teliti, serta mampu menyusun rekomendasi berbasis data yang praktis dan aplikatif. Komunikatif dan mampu menyajikan hasil analisis dalam bentuk presentasi yang jelas kepada berbagai level pemangku kepentingan. Adaptif terhadap perubahan, proaktif dalam mencari solusi, dan mampu bekerja dalam tim lintas fungsi.","strategic pricing analyst jakarta timur sql, tableau, python, r, power bi, excel economics, industrial engineering, management, statistics other level : analis industri : transportasi penempatan : ho, jakarta timur tugas & tanggung jawab melakukan analisis harga produk/jasa berdasarkan biaya operasional, tren pasar, kompetitor, dan proyeksi permintaan. mengembangkan dan mengevaluasi strategi harga yang mendukung peningkatan pendapatan serta daya saing perusahaan. menyusun model analisis harga menggunakan tools data analytics (sql, python/r, excel, tableau/power bi). melakukan analisis spasial dengan gis untuk mendukung perencanaan jaringan transportasi dan evaluasi rute. memantau dan menganalisis indikator kinerja transportasi (misalnya load factor, jarak tempuh, produktivitas). memberikan rekomendasi kebijakan harga yang aplikatif untuk mendukung efisiensi operasional dan peningkatan profitabilitas. berkolaborasi dengan tim finance, manajemen strategi, operasional, dan marketing dalam penetapan kebijakan harga. menyusun laporan analisis harga dan menyajikan hasil dalam bentuk visualisasi yang mudah dipahami manajemen. melakukan evaluasi berkala atas efektivitas kebijakan harga yang diterapkan serta mengusulkan perbaikan berkelanjutan. menjaga akurasi, konsistensi, dan integritas data yang digunakan untuk pengambilan keputusan. kualifikasi pendidikan minimal s1 dari jurusan ekonomi, manajemen, statistika, teknik industri, atau perencanaan wilayah & kota. pengalaman kerja 2–3 tahun di bidang analisis harga, keuangan, transportasi, atau pengembangan strategi harga. mahir menggunakan tools analisis data: sql untuk query dan pengolahan data, gis (spasial) untuk analisis wilayah dan jaringan, python/r untuk analisis statistik dan pemodelan, excel tingkat lanjut, dan tableau/power bi untuk visualisasi data. memahami dasar-dasar perencanaan jaringan transportasi dan indikator kinerja rute (load factor, jarak tempuh, produktivitas). memiliki kemampuan analitis dan berpikir kritis, teliti, serta mampu menyusun rekomendasi berbasis data yang praktis dan aplikatif. komunikatif dan mampu menyajikan hasil analisis dalam bentuk presentasi yang jelas kepada berbagai level pemangku kepentingan. adaptif terhadap perubahan, proaktif dalam mencari solusi, dan mampu bekerja dalam tim lintas fungsi."
341,Indofood Group,Jakarta Selatan,"Power BI, SQL",Business & Product,"Persyaratan Pekerjaan Pendidikan minimal S1 dari semua jurusan (lebih disukai dari jurusan yang berkaitan dengan Ekonomi, Statistik, atau Teknik Industri). Pengalaman kerja minimal 5 tahun di bidang Business Analys atau Management Reporting. Menguasai Power BI, Power Query, dan SQL secara mendalam. Memiliki pemahaman yang baik terkait laporan keuangan dan indikator kinerja bisnis. Kuat dalam daya analisa, pemecahan masalah, dan pengambilan keputusan berbasis data. Kreatif dalam menyajikan informasi yang kompleks menjadi visualisasi yang mudah dipahami. Deskripsi Pekerjaan Posisi ini akan menjalankan tugas sebagai Management Services Business Analyst Asisstant Manager dengan tanggung jawab sebagai berikut : Mengembangkan dan menangani laporan manajemen secara menyeluruh terkait perspective financial & customer, termasuk tabular report dan dashboard berbasis Power BI. Menyajikan informasi operasional dan keuangan secara visual sesuai kerangka Balanced Scorecard. Melakukan analisis mendalam terhadap data dan laporan manajemen. Mendesain dan mengembangkan dashboard interaktif untuk kebutuhan pelaporan berkala dan ad-hoc. Memastikan kualitas dan integritas data yang digunakan dalam proses pelaporan dan analisis.","jr manager business analyst jakarta selatan power bi, sql economics, industrial engineering, statistics business & product persyaratan pekerjaan pendidikan minimal s1 dari semua jurusan (lebih disukai dari jurusan yang berkaitan dengan ekonomi, statistik, atau teknik industri). pengalaman kerja minimal 5 tahun di bidang business analys atau management reporting. menguasai power bi, power query, dan sql secara mendalam. memiliki pemahaman yang baik terkait laporan keuangan dan indikator kinerja bisnis. kuat dalam daya analisa, pemecahan masalah, dan pengambilan keputusan berbasis data. kreatif dalam menyajikan informasi yang kompleks menjadi visualisasi yang mudah dipahami. deskripsi pekerjaan posisi ini akan menjalankan tugas sebagai management services business analyst asisstant manager dengan tanggung jawab sebagai berikut : mengembangkan dan menangani laporan manajemen secara menyeluruh terkait perspective financial & customer, termasuk tabular report dan dashboard berbasis power bi. menyajikan informasi operasional dan keuangan secara visual sesuai kerangka balanced scorecard. melakukan analisis mendalam terhadap data dan laporan manajemen. mendesain dan mengembangkan dashboard interaktif untuk kebutuhan pelaporan berkala dan ad-hoc. memastikan kualitas dan integritas data yang digunakan dalam proses pelaporan dan analisis."
342,SEVEN Retail Group,Jakarta Selatan,"SQL, Google Analytics, Mixpanel, Excel",Marketing & Sales,"Job Description: Data Collection & Analysis – Gather, clean, and analyze data from various sources to identify trends, patterns, and actionable insights. Support Growth Initiatives – Collaborate with cross-functional teams to provide data-driven recommendations that improve user acquisition, retention, and engagement. Dashboards & Reporting – Build and maintain dashboards to monitor KPIs and prepare regular reports to track progress of growth campaigns. Requirements: Proficiency in data analysis tools (Excel/Google Sheets, including VLOOKUP, Pivot Tables, and other advanced functions). Experience with SQL is a plus. Familiarity with analytics platforms such as Google Analytics, Mixpanel, or Data Studio is a plus. Strong analytical thinking, problem-solving skills, and attention to detail. Eagerness to learn and contribute in a fast-paced, growth-focused environment.","growth analyst intern jakarta selatan sql, google analytics, mixpanel, excel jurusan lainnya marketing & sales job description: data collection & analysis – gather, clean, and analyze data from various sources to identify trends, patterns, and actionable insights. support growth initiatives – collaborate with cross-functional teams to provide data-driven recommendations that improve user acquisition, retention, and engagement. dashboards & reporting – build and maintain dashboards to monitor kpis and prepare regular reports to track progress of growth campaigns. requirements: proficiency in data analysis tools (excel/google sheets, including vlookup, pivot tables, and other advanced functions). experience with sql is a plus. familiarity with analytics platforms such as google analytics, mixpanel, or data studio is a plus. strong analytical thinking, problem-solving skills, and attention to detail. eagerness to learn and contribute in a fast-paced, growth-focused environment."
343,PT Lentera Bangsa Benderang,Jakarta Selatan,Tidak ada tools spesifik,Business & Product,"Our insurance client is seeking an IT Business Analyst to join their team. This role is essential for mapping and automating business processes, gathering and translating business requirements, and developing test scenarios and cases. The ideal candidate will have a strong proficiency in data analysis and a keen attention to detail. Responsibilities Conduct thorough analysis of business processes to identify areas for improvement and automation. Collaborate with stakeholders to gather, document, and translate business requirements into functional specifications. Design and develop comprehensive test scenarios and test cases to ensure the accuracy and effectiveness of business solutions. Perform detailed data analysis to support decision-making and identify trends or anomalies. Ensure high attention to detail and accuracy in all aspects of work, including documentation and data analysis. Provide ongoing support and troubleshooting for implemented business solutions. Communicate effectively with team members and stakeholders to ensure alignment and understanding of project goals and deliverables. Required Skills and Experience Minimum of 2 years of relevant experience in a similar role. Bachelor's degree (S1) in a related field such as Business, Finance, or Information Technology. Proven experience in business process mapping and automation , with a strong understanding of methodologies and tools. Demonstrated ability to gather, document, and translate business requirements into actionable plans. Expertise in designing and developing test scenarios and test cases , with a focus on thoroughness and accuracy. Proficiency in data analysis , including the ability to interpret complex data sets and provide actionable insights. High attention to detail and accuracy , ensuring all work is meticulously checked and validated. Preferred Qualifications General Insurance knowledge as an advantage. Available to join immediately. Work Arrangement Employment type: Outsourced-Contract. Contract duration: 6 months (with extension possibility). Location: South Jakarta. Work type: On-Site/Work from Office (WFO).","information technology business analyst jakarta selatan tidak ada tools spesifik jurusan lainnya business & product our insurance client is seeking an it business analyst to join their team. this role is essential for mapping and automating business processes, gathering and translating business requirements, and developing test scenarios and cases. the ideal candidate will have a strong proficiency in data analysis and a keen attention to detail. responsibilities conduct thorough analysis of business processes to identify areas for improvement and automation. collaborate with stakeholders to gather, document, and translate business requirements into functional specifications. design and develop comprehensive test scenarios and test cases to ensure the accuracy and effectiveness of business solutions. perform detailed data analysis to support decision-making and identify trends or anomalies. ensure high attention to detail and accuracy in all aspects of work, including documentation and data analysis. provide ongoing support and troubleshooting for implemented business solutions. communicate effectively with team members and stakeholders to ensure alignment and understanding of project goals and deliverables. required skills and experience minimum of 2 years of relevant experience in a similar role. bachelor's degree (s1) in a related field such as business, finance, or information technology. proven experience in business process mapping and automation , with a strong understanding of methodologies and tools. demonstrated ability to gather, document, and translate business requirements into actionable plans. expertise in designing and developing test scenarios and test cases , with a focus on thoroughness and accuracy. proficiency in data analysis , including the ability to interpret complex data sets and provide actionable insights. high attention to detail and accuracy , ensuring all work is meticulously checked and validated. preferred qualifications general insurance knowledge as an advantage. available to join immediately. work arrangement employment type: outsourced-contract. contract duration: 6 months (with extension possibility). location: south jakarta. work type: on-site/work from office (wfo)."
344,"PT Adi Sarana Armada, Tbk",Jakarta Lainnya,Tidak ada tools spesifik,Operations & Supply Chain,Bachelor’s degree in Business / Management,operation development analyst - logistic jakarta lainnya tidak ada tools spesifik jurusan lainnya operations & supply chain bachelor’s degree in business / management
345,ASPEN - OCBC NISP,Tangerang,Tidak ada tools spesifik,Other,"Job Description Melakukan analisa requirement dari pemilik / pengguna software Bank dan memberikan solusi teknis agar dapat dikembangkan oleh tim engineer sesuai dengan waktu dan tujuan dari pemilik / pengguna yang telah disepakati dan sesuai dengan standarisasi bank. Memastikan UAT skenario yang dibuat oleh user sudah lengkap sesuai dengan requirement user sebelum proses SIT dimulai (skenario positif dan negatif). Melakukan project impact analysis (keterkaitan antar system) serta menggunakan konsep dan pola desain untuk mengembangkan desain perangkat lunak dan memberikan dasar bagi konstruksi dan verifikasi perangkat lunak di masa yang akan datang. mengevaluasi solusi alternatif dan kompromi-kompromi terhadap desain aplikasi agar stakeholder dapat memberikan keputusan atas desain yang sedang dikembangkan. mempertimbangkan requirement fungsional dan non-fungsional seperti performance, security (keamanan), dan integrasi antar sistem agar aplikasi berjalan efektif dan efisien dalam proses. mengembangkan prototipe/simulasi untuk bisa di ujicoba kepada stakeholder, agar stakeholder memiliki keyakinan atas requirement yang diminta telah dikerjakan oleh Software Engineer. Selalu mengadopsi dan mengadaptasi teknik dan teknologi terbaru dalam setiap project pengembangan aplikasi software dengan selalu meningkatkan kemampuan diri secara teknis dengan positive attitude serta senantiasa melakukan koordinasi yang intensif dengan para mentor dan atasan. Mampu beradaptasi pada persyaratan dan karakteristik proyek atau pekerjaan yang ditugaskan, teknik desain perangkat lunak dapat berupa pendekatan prediktif (berbasis rencana) atau adaptif (berulang/agile), dengan mengutamakan efisiensi waktu dalam setiap pengembangan aplikasi software dan efektif dalam menggunakan tools-tools yang ada untuk mendukung pengembangan aplikasi software yang berkualitas dan dapat dihandalkan. Dalam membuat desain aplikasi pengembangan software, selalu mempertimbangkan persyaratan regulasi baik internal maupun regulator dan memitigasi risiko yang akan dan telah terjadi.","technology solution analyst tangerang tidak ada tools spesifik information technology other job description melakukan analisa requirement dari pemilik / pengguna software bank dan memberikan solusi teknis agar dapat dikembangkan oleh tim engineer sesuai dengan waktu dan tujuan dari pemilik / pengguna yang telah disepakati dan sesuai dengan standarisasi bank. memastikan uat skenario yang dibuat oleh user sudah lengkap sesuai dengan requirement user sebelum proses sit dimulai (skenario positif dan negatif). melakukan project impact analysis (keterkaitan antar system) serta menggunakan konsep dan pola desain untuk mengembangkan desain perangkat lunak dan memberikan dasar bagi konstruksi dan verifikasi perangkat lunak di masa yang akan datang. mengevaluasi solusi alternatif dan kompromi-kompromi terhadap desain aplikasi agar stakeholder dapat memberikan keputusan atas desain yang sedang dikembangkan. mempertimbangkan requirement fungsional dan non-fungsional seperti performance, security (keamanan), dan integrasi antar sistem agar aplikasi berjalan efektif dan efisien dalam proses. mengembangkan prototipe/simulasi untuk bisa di ujicoba kepada stakeholder, agar stakeholder memiliki keyakinan atas requirement yang diminta telah dikerjakan oleh software engineer. selalu mengadopsi dan mengadaptasi teknik dan teknologi terbaru dalam setiap project pengembangan aplikasi software dengan selalu meningkatkan kemampuan diri secara teknis dengan positive attitude serta senantiasa melakukan koordinasi yang intensif dengan para mentor dan atasan. mampu beradaptasi pada persyaratan dan karakteristik proyek atau pekerjaan yang ditugaskan, teknik desain perangkat lunak dapat berupa pendekatan prediktif (berbasis rencana) atau adaptif (berulang/agile), dengan mengutamakan efisiensi waktu dalam setiap pengembangan aplikasi software dan efektif dalam menggunakan tools-tools yang ada untuk mendukung pengembangan aplikasi software yang berkualitas dan dapat dihandalkan. dalam membuat desain aplikasi pengembangan software, selalu mempertimbangkan persyaratan regulasi baik internal maupun regulator dan memitigasi risiko yang akan dan telah terjadi."
346,PT Indocyber Global Teknologi,Jakarta Selatan,Excel,Business & Product,"Job Description Gather, analyze, and document business and technical requirements from stakeholders. Translate business needs into functional specifications for IT systems. Collaborate with cross-functional teams to develop, test, and implement technology solutions. Conduct gap analysis and propose improvements for business processes and IT systems. Support the development of project documentation including business cases, user stories, workflows, and data models. Assist in system testing, user acceptance testing (UAT), and ensure quality assurance. Facilitate meetings, workshops, and presentations to communicate findings and solutions. Monitor project progress and support change management activities. Ensure that IT solutions align with business goals and comply with relevant regulations and standards. Minimum Qualifications Bachelor's degree or higher in Computer Science, Information Management, Business Administration or a related field Minimum of 3 years of experience as a Business Analyst in Financial Services Industry A solid understanding of the business processes and workflows in the Financial Services Industry (Banking, Insurance, Multifinance) Experience in requirements gathering, functional specifications, and testing in a software development environment Ability to analyze complex business requirements, propose innovative solutions, and create clear and concise documentation Excellent communication and presentation skills with the ability to collaborate effectively with cross-functional teams, stakeholders, and customers Experience in using tools such as JIRA, Confluence, and Visio is a plus Fluent in English and Bahasa Indonesia both written and spoken Fluency in Microsoft Office suite (Outlook, Excel, Word, PowerPoint, etc.)","it business analyst (fsi) jakarta selatan excel business administration, computer science, management business & product job description gather, analyze, and document business and technical requirements from stakeholders. translate business needs into functional specifications for it systems. collaborate with cross-functional teams to develop, test, and implement technology solutions. conduct gap analysis and propose improvements for business processes and it systems. support the development of project documentation including business cases, user stories, workflows, and data models. assist in system testing, user acceptance testing (uat), and ensure quality assurance. facilitate meetings, workshops, and presentations to communicate findings and solutions. monitor project progress and support change management activities. ensure that it solutions align with business goals and comply with relevant regulations and standards. minimum qualifications bachelor's degree or higher in computer science, information management, business administration or a related field minimum of 3 years of experience as a business analyst in financial services industry a solid understanding of the business processes and workflows in the financial services industry (banking, insurance, multifinance) experience in requirements gathering, functional specifications, and testing in a software development environment ability to analyze complex business requirements, propose innovative solutions, and create clear and concise documentation excellent communication and presentation skills with the ability to collaborate effectively with cross-functional teams, stakeholders, and customers experience in using tools such as jira, confluence, and visio is a plus fluent in english and bahasa indonesia both written and spoken fluency in microsoft office suite (outlook, excel, word, powerpoint, etc.)"
347,PT. Berca Hardayaperkasa,Jakarta Pusat,"SQL, Oracle, SQL Server",Business & Product,"Job Responsibility: • Gathering business requirement from customer • Analyzing & designing best solution for customer • Doing serial of testing on delivered solution • Writing needed documentation based on project stage Requirements: • Minimum diploma in information system/information technology • Knowledge in E-Procurement module proccess is a must • Minimum 3 years experience in the same role • Experience in SQL Programming (Oracle, SQL Server) is an advantage • Experience in Enterprise Application implementation is an advantage • Ability to work effectively in a team as well as independently • Good communication & interpersonal skills • Hard worker, fast learner and ready to work under pressure","business analyst (module eproc) jakarta pusat sql, oracle, sql server information systems business & product job responsibility: • gathering business requirement from customer • analyzing & designing best solution for customer • doing serial of testing on delivered solution • writing needed documentation based on project stage requirements: • minimum diploma in information system/information technology • knowledge in e-procurement module proccess is a must • minimum 3 years experience in the same role • experience in sql programming (oracle, sql server) is an advantage • experience in enterprise application implementation is an advantage • ability to work effectively in a team as well as independently • good communication & interpersonal skills • hard worker, fast learner and ready to work under pressure"
